epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
112,24487.3,1.10725,0.55389,0.00596,0.89331,0.85734,0.89984,0.5891,1.24225,0.61371,0.00995,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
113,24701.9,1.10131,0.55316,0.00594,0.89319,0.85531,0.8993,0.58862,1.24242,0.61422,0.00996,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
114,24913.9,1.09918,0.55883,0.00593,0.8941,0.85536,0.89952,0.58929,1.24216,0.61794,0.00995,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,25129.1,1.10052,0.55098,0.00588,0.89449,0.85593,0.89995,0.58925,1.24177,0.61844,0.00995,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,25342.8,1.09488,0.54898,0.00594,0.89837,0.85379,0.90058,0.58918,1.24058,0.62149,0.00995,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,25554.8,1.09932,0.54941,0.00596,0.90322,0.85072,0.90114,0.58977,1.24007,0.62128,0.00995,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,25769.5,1.08409,0.53716,0.00586,0.89813,0.85548,0.90061,0.58982,1.23923,0.62188,0.00994,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,25984.3,1.08585,0.5432,0.0058,0.89641,0.85731,0.90013,0.59017,1.23832,0.62385,0.00994,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,26199,1.08139,0.54331,0.0058,0.89543,0.85811,0.89944,0.59009,1.23751,0.62417,0.00993,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,26410.9,1.07827,0.53129,0.00576,0.89902,0.85447,0.89966,0.59033,1.23669,0.62538,0.00992,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,26625.1,1.08111,0.53362,0.00579,0.90195,0.85137,0.8993,0.59029,1.23649,0.62586,0.00992,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,26838.4,1.08318,0.53974,0.00575,0.90286,0.85124,0.89912,0.59046,1.23523,0.62398,0.00991,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,27050.7,1.08023,0.53337,0.00577,0.90152,0.85392,0.89949,0.59105,1.23473,0.62741,0.0099,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,27266.2,1.07168,0.53074,0.00575,0.90151,0.85281,0.89907,0.59106,1.23482,0.62764,0.00991,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,27480.6,1.07225,0.53394,0.00574,0.8979,0.85209,0.89882,0.59117,1.2343,0.62528,0.00991,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,27694.1,1.06718,0.53291,0.00572,0.89971,0.85223,0.89905,0.59125,1.2343,0.62432,0.00991,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,27906.7,1.06881,0.52616,0.00568,0.90158,0.85174,0.89931,0.59125,1.23478,0.62312,0.00992,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,28120.5,1.06341,0.53211,0.00572,0.90183,0.85247,0.8996,0.59174,1.23435,0.6235,0.00993,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
